EXPEDIENTE,FECHA DE INGRESO,FECHA DE CIERRE,TIPO DE CONCILIACIÓN,ESTADO PROCESAL,PROVEEDOR,NOMBRE COMERCIAL,GIRO,SECTOR,ODECO,ESTADO,TIPO DE RECLAMACIÓN,MOTIVO DE RECLAMACIÓN,COSTO BIEN O SERVICIO,MONTO RECLAMADO,MONTO RECUPERADO,PROCEDIMIENTO,BIEN O SERVICIO,MEDIO DE INGRESO,TIPO PRODUCTO,MODALIDAD DE COMPRA,MODALIDAD PAGO,PROBLEMA ESPECIAL
PFC.HGO.B.3/001734-2022,11/28/22,-,Turnada a Concil Person p/seg,En Trámite,"TV CABLE DE ORIENTE, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a la rescisión,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.HGO.B.3/001740-2022,11/29/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Entrega del producto o servicio,Negativa a la entrega,0,0,-,Conciliación personal,Servicio,Escrito,Servicio adicional o conexo,En establecimiento físico,Contado,No problema especial
PFC.IRA.B.3/000764-2022,11/17/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de larga distancia,TELECOMUNICACIONES,Zona Miguel Hidalgo (Guanajuato),Guanajuato,Entrega del producto o servicio,Negativa a la entrega,389,0,-,Queja,Servicio,Personal,Servicio normal,A domicilio,Plazos,No problema especial
PFC.IRA.B.3/000768-2022,11/23/22,-,Turnada a Concil Person p/seg,En Trámite,"DISTRIBUIDOR CELULAR DE LA ZONA CENTRO, SA DE CV",MOBO,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Miguel Hidalgo (Guanajuato),Guanajuato,Contratos,Negativa a la rescisión,9076,9076,-,Queja,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.IRA.B.3/000785-2022,11/29/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Miguel Hidalgo (Guanajuato),Guanajuato,Contratos,Negativa a la rescisión,526,0,-,Queja,Servicio,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.IRA.B.3/000786-2022,11/29/22,-,Turnada a Concil Person p/seg,En Trámite,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Miguel Hidalgo (Guanajuato),Guanajuato,Cobro indebido,Negativa a corregir errores,0,0,-,Queja,Servicio,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.IRA.B.3/000787-2022,11/29/22,-,Turnada a Concil Person p/seg,En Trámite,"ZTE CORPORATION DE MEXICO, S DE RL DE CV",ZTE,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Miguel Hidalgo (Guanajuato),Guanajuato,Garantías,Negativa a hacerla efectiva,3299,0,-,Queja,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.JAL.B.3/002871-2022,11/07/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Cobro indebido,Producto o servicio no solicitado o autorizado,0,0,-,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Plazos,No problema especial
PFC.JAL.B.3/002903-2022,11/09/22,-,Turnada a Concil Person p/seg,En Trámite,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Entrega del producto o servicio,Negativa a la entrega,15599,0,-,Conciliación personal,Bien,Personal,Producto nuevo,Por internet,Plazos,No problema especial
PFC.JAL.B.3/002928-2022,11/11/22,01/09/23,Turnada a Concil Person p/seg,Conciliada,"TELMOV, SA DE CV",TELMOV,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Garantías,Negativa a hacerla efectiva,5699,0,-,Conciliación personal,Bien,Personal,Producto nuevo,Por internet,Contado,No problema especial
PFC.JAL.B.3/002938-2022,11/14/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Contratos,Negativa a la rescisión,1098,0,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.JAL.B.3/002973-2022,11/17/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Cobro indebido,Uso fraudulento,15779,0,-,Queja,Servicio,Escrito,Servicio normal,Por internet,Plazos,No problema especial
PFC.JAL.B.3/002988-2022,11/22/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SAPI DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Contratos,Negativa a la rescisión,989,0,-,Conciliación personal,Servicio,Personal,Producto nuevo,A domicilio,Plazos,No problema especial
PFC.JAL.B.3/002999-2022,11/22/22,01/09/23,Turnada a Concil Person p/seg,Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Cobro indebido,Negativa a corregir errores,1080,0,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.JAL.B.3/003018-2022,11/23/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Contratos,Negativa a la rescisión,715,0,-,Conciliación personal,Servicio,Personal,Servicio normal,Por teléfono,Contado,No problema especial
PFC.JAL.B.3/003041-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"MOTOROLA COMERCIAL, SA DE CV",MOTOROLA,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Garantías,Defectos de fabricación,4599,0,-,Conciliación personal,Bien,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.JAL.B.3/003068-2022,11/30/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Cobro indebido,Negativa a corregir errores,42111,0,-,Conciliación personal,Servicio,Personal,Servicio normal,Por internet,Plazos,No problema especial
PFC.JAL.B.3/003073-2022,11/30/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Cobro indebido,Negativa a bonificación,534,0,-,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Plazos,No problema especial
PFC.JAL.B.3/003080-2022,11/30/22,-,En Proceso,En Trámite,"MEGACABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Guadalajara (Jalisco),Jalisco,Contratos,Negativa a la rescisión,1600,0,-,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.MEX.B.3/001625-2022,11/04/22,01/09/23,Turnada a Concil Person p/seg,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MEX.B.3/001648-2022,11/10/22,-,Turnada a Concil Person p/seg,En Trámite,"TELMOV, SA DE CV",TELMOV,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,5275.22,0,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MEX.B.3/001653-2022,11/14/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,Contratos,Negativa a la rescisión,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MEX.B.3/001658-2022,11/15/22,12/15/22,Turnada a Concil Person p/seg,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,Contratos,Negativa a la rescisión,0,0,0,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MEX.B.3/001664-2022,11/16/22,-,Turnada a Concil Person p/seg,En Trámite,"MOTOROLA COMERCIAL, SA DE CV",MOTOROLA,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,Garantías,Negativa a hacerla efectiva,2699,0,-,Conciliación personal,Bien,Correo Electrónico,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MEX.B.3/001704-2022,11/29/22,-,Turnada a Concil Person p/seg,En Trámite,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Toluca (Toluca),Estado de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.MIH.B.3/001137-2022,11/01/22,12/13/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Cuota extraordinaria,3792,0,1581.85,Conciliación personal,Servicio,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001144-2022,11/01/22,-,Turnada a Concil Person p/seg,En Trámite,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Contratos,Negativa a la rescisión,349,0,-,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Contado,No problema especial
PFC.MIH.B.3/001145-2022,11/03/22,12/08/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Cuota extraordinaria,2518,0,750,Conciliación personal,Servicio,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001166-2022,11/09/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Contratos,Negativa a la rescisión,439,0,-,Conciliación personal,Servicio,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001181-2022,11/14/22,01/02/23,Turnada a Concil Person p/seg,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Entrega del producto o servicio,Negativa a la entrega,380,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001182-2022,11/14/22,01/03/23,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Cuota extraordinaria,3541,0,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001184-2022,11/14/22,-,Turnada a Concil Person p/seg,En Trámite,"HNS DE MEXICO, SA DE CV",HUGHES MEXICO,Prestación de Servicios de Internet,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Trato o servicio al cliente,Suspensión de la provisión del servicio,4671,0,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001202-2022,11/15/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Negativa a corregir errores,299,0,-,Queja,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001203-2022,11/15/22,01/04/23,Turnada a Concil Person p/seg,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Cuota extraordinaria,11879,0,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001210-2022,11/16/22,01/09/23,Turnada a Concil Person p/seg,Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Trato o servicio al cliente,Responsabilidad del proveedor por actos de sus dependietnes,389,389,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001216-2022,11/16/22,-,Turnada a Concil Person p/seg,En Trámite,MOVIL MX,P. MORAL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Entrega del producto o servicio,Producto o servicio equivocado,10000,0,-,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001226-2022,11/22/22,12/07/22,Turnada a Concil Person p/seg,Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Trato o servicio al cliente,Suspensión de la provisión del servicio,848,848,848,Conciliación personal,Servicio,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001227-2022,11/22/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Negativa a corregir errores,799,0,-,Queja,Servicio,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001237-2022,11/24/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Trato o servicio al cliente,Responsabilidad del proveedor por actos de sus dependietnes,4613.48,0,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001242-2022,11/24/22,-,Turnada a Concil Person p/seg,En Trámite,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Trato o servicio al cliente,Suspensión de la provisión del servicio,1638,1638,-,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.MIH.B.3/001251-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Cobro indebido,Negativa a corregir errores,1896,1896,-,Conciliación personal,Servicio,Personal,Producto nuevo,Imposición del proveedor,Contado,No problema especial
PFC.MIH.B.3/001253-2022,11/28/22,-,En Proceso,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Contratos,Negativa a la rescisión,719,542,-,Queja,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.MIH.B.3/001258-2022,11/29/22,-,En Proceso,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Morelia (Michoacán),Michoacán,Entrega del producto o servicio,Negativa a la entrega,249,0,-,Queja,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.MOR.B.3/001474-2022,11/03/22,11/25/22,Turnada a Concil Person p/seg,Conciliada,"COMERCIALIZADORA DE FRECUENCIAS SATELITALES, S DE RL DE CV",DISH,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Entrega del producto o servicio,Incumplimiento de plazos,189,0,0,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Plazos,No problema especial
PFC.MOR.B.3/001494-2022,11/04/22,-,Turnada a Concil Person p/seg,En Trámite,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Contratos,Negativa a la rescisión,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.MOR.B.3/001498-2022,11/04/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,"Publicidad, ofertas y promociones",No respeta descuentos,0,0,-,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Contado,No problema especial
PFC.MOR.B.3/001504-2022,11/07/22,-,Turnada a Concil Person p/seg,En Trámite,ENLACES XFINITY SATELITAL,P. MORAL,Prestación de Servicios de Internet,TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Entrega del producto o servicio,Incumplimiento de plazos,4000,4000,-,Conciliación personal,Servicio,Personal,Servicio normal,Por internet,Contado,No problema especial
PFC.MOR.B.3/001507-2022,11/08/22,-,Turnada a Concil Person p/seg,En Trámite,"WIMOB, S DE RL DE CV",XIAOMI,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Garantías,Defectos de fabricación,0,0,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.MOR.B.3/001507-2022,11/08/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Garantías,Defectos de fabricación,0,0,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.MOR.B.3/001512-2022,11/08/22,-,Turnada a Concil Person p/seg,En Trámite,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Emiliano Zapata (Morelos),Morelos,Contratos,Negativa a la rescisión,455,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
